PatientID,PatientFirstName,PatientLastName,PatientPhoneNumber,PatientEmail,PatientAddress,PatientCity,PatientState,PatientZip,PatientInsuranceInfo,PatientBirthDate
969,Melissa,Montilla,3877559689,mmontillaqw@economist.com,15007 Anzinger Junction,Vienna,VA,22184,orchestrate next-generation portals,9/12/1965
970,Renell,Kubista,5811181684,rkubistaqx@wunderground.com,508 Beilfuss Terrace,Fresno,CA,93750,innovate plug-and-play communities,5/27/1998
971,Benoite,Brikner,4812871917,bbriknerqy@privacy.gov.au,9612 Mesta Junction,Austin,TX,78764,optimize real-time partnerships,3/28/1942
972,Marietta,Beilby,6893715624,mbeilbyqz@loc.gov,32309 Hanover Court,Orlando,FL,32813,transform leading-edge ROI,6/7/1970
973,Hillyer,Jedrzaszkiewicz,9132875586,hjedrzaszkiewiczr0@paypal.com,528 Lakewood Park,Athens,GA,30605,integrate transparent users,7/10/1986
974,Lurette,Balham,1947721474,lbalhamr1@sakura.ne.jp,668 Elka Parkway,Amarillo,TX,79176,enable sticky infrastructures,4/16/2006
975,Heloise,Dewerson,3188447716,hdewersonr2@1und1.de,14 Judy Hill,Anchorage,AK,99507,enhance innovative supply-chains,11/29/1930
976,Revkah,Bewsy,1991213147,rbewsyr3@bigcartel.com,8 Annamark Drive,El Paso,TX,88579,target cross-media e-services,11/2/1979
977,Dre,Curston,3378885824,dcurstonr4@constantcontact.com,9562 David Street,Chicago,IL,60624,embrace impactful content,6/27/1959
978,Kalle,Schlagh,9985719131,kschlaghr5@wufoo.com,6647 Hintze Point,Tucson,AZ,85720,utilize killer infomediaries,8/20/1942
979,Aleece,MacArthur,8775942298,amacarthurr6@nih.gov,49 Pierstorff Park,Tampa,FL,33647,e-enable efficient e-markets,2/28/2008
980,Victoir,Cornuau,9595498276,vcornuaur7@fema.gov,463 Ridgeview Center,Bryan,TX,77806,utilize scalable solutions,3/24/1923
981,Chlo,Bonas,1948565863,cbonasr8@auda.org.au,02510 Alpine Pass,Davenport,IA,52809,target 24/7 methodologies,11/14/1948
982,Jobey,Cahen,9274538893,jcahenr9@businessweek.com,096 Stone Corner Point,Charleston,WV,25389,monetize compelling metrics,6/23/1982
983,Grady,Delahunty,5955121793,gdelahuntyra@blogspot.com,98604 Mariners Cove Center,Elizabeth,NJ,7208,syndicate interactive initiatives,8/1/1998
984,Abagail,Bushen,1332413539,abushenrb@cdbaby.com,1 Portage Crossing,Stockton,CA,95210,e-enable out-of-the-box mindshare,3/27/1976
985,Allistir,Pelos,4548888148,apelosrc@discovery.com,08 Roth Plaza,Portsmouth,NH,214,evolve wireless e-markets,12/18/1954
986,Deanna,Ruscoe,3113462511,druscoerd@ask.com,1 Meadow Ridge Crossing,San Antonio,TX,78278,cultivate virtual e-tailers,10/26/1987
987,Sula,Skacel,8325489682,sskacelre@berkeley.edu,65 Westerfield Drive,Olympia,WA,98516,embrace transparent convergence,11/26/1981
988,Angil,Krzyzanowski,7338164615,akrzyzanowskirf@dedecms.com,43499 Lakewood Junction,Chattanooga,TN,37416,revolutionize killer infomediaries,3/31/1948
989,Alysia,Minty,1977454338,amintyrg@pen.io,47458 Cardinal Center,Colorado Springs,CO,80945,evolve frictionless action-items,7/16/1933
990,Cariotta,Cattow,7962551785,ccattowrh@ow.ly,82 Main Road,Des Moines,IA,50330,strategize robust ROI,2/6/1927
991,Karin,Thacke,9831139318,kthackeri@shop-pro.jp,71 Sutteridge Hill,Lafayette,LA,70593,architect cross-media relationships,10/3/1999
992,Jodi,Malcolmson,5177521922,jmalcolmsonrj@nature.com,12979 Mitchell Plaza,Escondido,CA,92030,engineer out-of-the-box solutions,10/9/1963
993,Arabela,Branston,5275397216,abranstonrk@google.com.au,97 Lighthouse Bay Point,Texarkana,TX,75507,expedite 24/7 solutions,3/3/1989
994,Catina,Kobus,1228748757,ckobusrl@symantec.com,8828 Karstens Way,Saint Paul,MN,55115,morph front-end methodologies,7/29/1999
995,Augustin,Czaple,1977721246,aczaplerm@icq.com,9722 Mcguire Circle,Jackson,TN,38308,morph ubiquitous networks,7/8/1953
996,Jarrod,Domm,2427951665,jdommrn@tumblr.com,422 Meadow Valley Lane,Washington,DC,20073,cultivate revolutionary channels,12/19/1920
997,Sonny,Willcocks,3959581918,swillcocksro@nps.gov,3 Vermont Avenue,Brooklyn,NY,11247,deliver value-added web services,11/19/1940
998,Neala,Doxey,5287716757,ndoxeyrp@123-reg.co.uk,867 Kedzie Place,Huntsville,AL,35815,integrate turn-key e-commerce,3/4/2006
999,Cassey,Marple,5266388111,cmarplerq@reference.com,0019 Maple Wood Center,Washington,DC,20575,cultivate efficient web services,7/4/1952
1000,Jule,Drummond,3758855741,jdrummondrr@imageshack.us,0209 Logan Lane,Temple,TX,76505,syndicate leading-edge architectures,3/3/1993
